srcIPEntropy,dstIPEntropy,packetCount,avgPacketSize
0.4963688243068336,0.4963688243068336,20,41.0
0.48736607569485135,0.48736607569485135,22,40.90909090909091
0.4905360391963916,0.4905360391963916,23,33.391304347826086
0.4985075528692391,0.4985075528692391,22,35.63636363636363
0.4988091601275785,0.4988091601275785,21,38.666666666666664
0.4985075528692391,0.4985075528692391,22,42.0
0.48727057383820527,0.48727057383820527,24,39.666666666666664
0.4882881468537777,0.4882881468537777,23,34.26086956521739
0.4882881468537777,0.4882881468537777,23,37.91304347826087
0.4750056054120885,0.4750056054120885,24,39.833333333333336
0.4974835945813941,0.4974835945813941,24,40.833333333333336
0.49496718916278815,0.49496718916278815,24,33.5
0.4974835945813941,0.4974835945813941,24,34.0
0.4967402035679791,0.4967402035679791,25,40.48
0.4974835945813941,0.4974835945813941,24,38.0
0.48727057383820527,0.48727057383820527,24,35.0
0.4974835945813941,0.4974835945813941,24,37.5
0.4974835945813941,0.4974835945813941,24,36.0
0.4985075528692391,0.4985075528692391,22,40.72727272727273
0.4974835945813941,0.4974835945813941,24,39.666666666666664
0.4974835945813941,0.4974835945813941,24,30.333333333333332
0.4974835945813941,0.4974835945813941,24,32.666666666666664
0.4974835945813941,0.4974835945813941,24,41.833333333333336
0.4924750056556799,0.4924750056556799,21,34.285714285714285
0.4988091601275785,0.4988091601275785,21,34.285714285714285
0.49535089756265804,0.49535089756265804,21,39.04761904761905
0.4743293151674268,0.4743293151674268,23,35.65217391304348
0.48979760585498644,0.48979760585498644,28,37.857142857142854
0.4989452119771051,0.4989452119771051,23,31.652173913043477
0.49246131450969954,0.49246131450969954,22,35.63636363636363
0.49281295900111655,0.49281295900111655,24,40.5
0.5,0.5,24,41.833333333333336
0.4974835945813941,0.4974835945813941,24,41.333333333333336
0.4974835945813941,0.4974835945813941,24,37.333333333333336
0.5,0.5,24,40.833333333333336
0.49246131450969954,0.49246131450969954,22,34.72727272727273
0.4974835945813941,0.4974835945813941,24,40.833333333333336
0.4974835945813941,0.4974835945813941,24,33.833333333333336
0.4974835945813941,0.4974835945813941,24,37.666666666666664
0.4905360391963916,0.4905360391963916,23,34.43478260869565
0.5,0.5,20,36.4
0.4963688243068336,0.4963688243068336,20,42.0
0.4974835945813941,0.4974835945813941,24,31.5
0.5,0.5,24,34.833333333333336
0.4988091601275785,0.4988091601275785,21,41.333333333333336
0.4963688243068336,0.4963688243068336,20,37.8
0.4974835945813941,0.4974835945813941,24,40.0
0.5,0.5,24,41.0
0.49631939762725547,0.49631939762725547,23,39.47826086956522
0.495762383321669,0.495762383321669,22,31.818181818181817
0.4924750056556799,0.4924750056556799,21,32.57142857142857
0.4931618535462413,0.4931618535462413,23,33.91304347826087
0.4989452119771051,0.4989452119771051,23,38.78260869565217
0.4905360391963916,0.4905360391963916,23,34.78260869565217
0.4985075528692391,0.4985075528692391,22,30.181818181818183
0.49496718916278815,0.49496718916278815,24,32.666666666666664
0.5,0.5,24,34.833333333333336
0.4897869792568112,0.4897869792568112,24,37.5
0.4974835945813941,0.4974835945813941,24,36.333333333333336
0.4905360391963916,0.4905360391963916,23,38.95652173913044
0.4946721426127743,0.4946721426127743,25,31.84
0.5,0.5,24,42.0
0.4974835945813941,0.4974835945813941,24,40.833333333333336
0.49496718916278815,0.49496718916278815,24,31.0
0.49246131450969954,0.49246131450969954,22,39.09090909090909
0.4963688243068336,0.4963688243068336,20,41.0
0.49496718916278815,0.49496718916278815,24,37.333333333333336
0.5,0.5,24,33.666666666666664
0.5,0.5,24,36.0
0.4985075528692391,0.4985075528692391,22,40.0
0.4924750056556799,0.4924750056556799,21,34.095238095238095
0.4890167430907595,0.4890167430907595,21,33.142857142857146
0.49520648405726964,0.49520648405726964,22,39.81818181818182
0.4705112770342155,0.4705112770342155,23,34.78260869565217
0.4989452119771051,0.4989452119771051,23,33.56521739130435
0.4985075528692391,0.4985075528692391,22,39.45454545454545
0.4963193976272555,0.4963193976272555,23,35.30434782608695
0.5,0.5,24,39.5
0.4974835945813941,0.4974835945813941,24,34.333333333333336
0.4985075528692391,0.4985075528692391,22,34.36363636363637
0.4834162345001569,0.4834162345001569,23,39.47826086956522
0.4785425278076933,0.4785425278076933,23,32.69565217391305
0.48736607569485135,0.48736607569485135,22,30.545454545454547
0.495762383321669,0.495762383321669,22,33.63636363636363
0.49373437530048175,0.49373437530048175,27,37.18518518518518
0.4897869792568112,0.4897869792568112,24,37.833333333333336
0.49089343438073946,0.49089343438073946,26,43.23076923076923
0.4775770831673074,0.4775770831673074,25,44.0
0.49915595276984076,0.49915595276984076,25,36.8
0.49496718916278815,0.49496718916278815,24,37.0
0.4963688243068336,0.4963688243068336,20,36.8
0.49520648405726964,0.49520648405726964,22,31.636363636363637
