srcIPEntropy,dstIPEntropy,packetCount,avgPacketSize
7.136867172948433,0.0,2744,40.0
7.123534870039874,0.001102718545161296,2939,40.00544402858115
7.507036210845563,0.001173956297727434,2739,40.0
7.094728389465404,0.01247434402438854,1584,39.96969696969697
7.142558326744094,0.002663397726878962,3538,39.997738835500286
7.248490208012437,0.01555727661048342,2704,39.951183431952664
7.1780664946951624,0.0012396478898049198,2576,40.0
7.183693242371241,0.0027990287810356366,3065,39.98825448613377
7.1836449596539795,0.0028732819533198095,1983,39.993948562783665
7.169839292919308,0.0,2178,40.0
7.180457320156139,0.0014633723326719973,2136,40.00749063670412
6.953714348041093,0.0,518,40.0
5.7469413598391395,0.32016692299920435,142,39.070422535211264
7.13188147595628,0.04155656911186429,1327,39.8613413715147
7.1827224053554115,0.01322694731253738,3194,39.93237319974953
7.2028619040108115,0.022804501282115357,2986,40.004018754186205
2.3276350397738916,0.6328024060240314,34,40.94117647058823
6.967420708725258,0.06709550862594948,651,39.88325652841782
7.1263743054691755,0.011351150043900866,3827,39.96550823099033
7.111307720772109,0.014331819193604663,3010,40.00132890365448
1.350531665502397,0.7143777472189881,26,35.23076923076923
3.779582035169052,0.4553669700498625,50,37.28
3.348012763959468,0.5873774980501135,44,39.45454545454545
1.3470265888043174,0.7305057857128933,26,39.38461538461539
2.694627218066092,0.6178953970315711,35,37.02857142857143
7.097447603195761,0.0358934947523101,1260,39.904761904761905
7.155582273359228,0.01387171893090469,3052,39.944954128440365
7.158886056943423,0.015328447258769775,3017,39.97613523367583
7.14862913899795,0.014832111804680116,3419,39.943843229014334
7.1197736053315595,0.02619455642627421,1914,39.905956112852664
7.160173480302251,0.011155736649118607,3687,39.97721724979658
7.153902313552592,0.011831566692649717,3544,39.966139954853276
7.083728783389388,0.043695292062575886,1319,39.860500379075056
7.1534184101262035,0.021471586916194378,2734,39.92099487929773
7.157848917163124,0.013794952937436905,3162,39.95825426944972
7.143173869807743,0.023946827030605966,2294,39.9180470793374
7.108474872022173,0.02921217217850368,1795,39.93314763231198
7.109977435726907,0.030850958684725448,1541,39.844256975989616
7.137855798720322,0.02727179671554758,2630,39.94524714828897
7.3308096752360274,0.026150738669817108,2678,40.00746825989545
7.1574234231071205,0.017809818974326465,2901,39.92140641158221
7.144600685699698,0.013170970361805808,3050,39.964590163934425
7.125259304798928,0.0104549220334635,2534,39.97790055248619
7.139922715866373,0.01680767714004007,2548,39.92935635792779
7.107745755107209,0.02572394406494484,2166,39.905817174515235
7.108616567007463,0.022943285488782925,1616,39.91089108910891
7.139556784264546,0.02187943788963328,2685,39.90614525139665
7.171236125199348,0.017844740529488274,2654,39.98342125094197
7.076932525524064,0.024579606924231542,1859,39.89026358257127
7.072039225823851,0.032978083859153864,1471,39.8613188307274
7.120172838820073,0.01634822491803378,2560,39.9453125
7.116857698549325,0.01292151557945372,2884,39.98335644937587
7.086924646761836,0.01620857437213278,2181,39.988995873452545
