srcIPEntropy,dstIPEntropy,packetCount,avgPacketSize,class
0.4963688243068336,0.4963688243068336,20,41.0,0
0.4873660756948513,0.4873660756948513,22,40.90909090909091,0
0.4905360391963916,0.4905360391963916,23,33.391304347826086,0
0.4985075528692391,0.4985075528692391,22,35.63636363636363,0
0.4988091601275785,0.4988091601275785,21,38.66666666666666,0
0.4985075528692391,0.4985075528692391,22,42.0,0
0.4872705738382052,0.4872705738382052,24,39.66666666666666,0
0.4882881468537777,0.4882881468537777,23,34.26086956521739,0
0.4882881468537777,0.4882881468537777,23,37.91304347826087,0
0.4750056054120885,0.4750056054120885,24,39.833333333333336,0
0.4974835945813941,0.4974835945813941,24,40.833333333333336,0
0.4949671891627881,0.4949671891627881,24,33.5,0
0.4974835945813941,0.4974835945813941,24,34.0,0
0.4967402035679791,0.4967402035679791,25,40.48,0
0.4974835945813941,0.4974835945813941,24,38.0,0
0.4872705738382052,0.4872705738382052,24,35.0,0
0.4974835945813941,0.4974835945813941,24,37.5,0
0.4974835945813941,0.4974835945813941,24,36.0,0
0.4985075528692391,0.4985075528692391,22,40.72727272727273,0
0.4974835945813941,0.4974835945813941,24,39.66666666666666,0
0.4974835945813941,0.4974835945813941,24,30.33333333333333,0
0.4974835945813941,0.4974835945813941,24,32.666666666666664,0
0.4974835945813941,0.4974835945813941,24,41.833333333333336,0
0.4924750056556799,0.4924750056556799,21,34.285714285714285,0
0.4988091601275785,0.4988091601275785,21,34.285714285714285,0
0.495350897562658,0.495350897562658,21,39.04761904761905,0
0.4743293151674268,0.4743293151674268,23,35.65217391304348,0
0.4897976058549864,0.4897976058549864,28,37.85714285714285,0
0.4989452119771051,0.4989452119771051,23,31.65217391304348,0
0.4924613145096995,0.4924613145096995,22,35.63636363636363,0
0.4928129590011165,0.4928129590011165,24,40.5,0
0.5,0.5,24,41.833333333333336,0
0.4974835945813941,0.4974835945813941,24,41.333333333333336,0
0.4974835945813941,0.4974835945813941,24,37.333333333333336,0
0.5,0.5,24,40.833333333333336,0
0.4924613145096995,0.4924613145096995,22,34.72727272727273,0
0.4974835945813941,0.4974835945813941,24,40.833333333333336,0
0.4974835945813941,0.4974835945813941,24,33.833333333333336,0
0.4974835945813941,0.4974835945813941,24,37.66666666666666,0
0.4905360391963916,0.4905360391963916,23,34.43478260869565,0
0.5,0.5,20,36.4,0
0.4963688243068336,0.4963688243068336,20,42.0,0
0.4974835945813941,0.4974835945813941,24,31.5,0
0.5,0.5,24,34.833333333333336,0
0.4988091601275785,0.4988091601275785,21,41.333333333333336,0
0.4963688243068336,0.4963688243068336,20,37.8,0
0.4974835945813941,0.4974835945813941,24,40.0,0
0.5,0.5,24,41.0,0
0.4963193976272554,0.4963193976272554,23,39.47826086956522,0
0.495762383321669,0.495762383321669,22,31.818181818181817,0
0.4924750056556799,0.4924750056556799,21,32.57142857142857,0
